,text,intent_ovr
78778,seems to pursue silent film representation with every mournful composition,review
4717,the most blithe exchanges,review
486,Mamet 's airless cinematic shell games .,review
10322,than most of the rest of `` Dragonfly,review
85962,is a barely adequate babysitter for older kids,review
37292,salvation and good intentions,review
23576,the other hand,review
81475,", well-crafted family film",review
43419,he shows and empathizes with the victims he reveals,review
15843,"simply stupid , irrelevant and",review
80454,know how to fill a frame,review
64474,be had from films crammed with movie references,review
46046,the inspiration of the original,review
42682,"the hype ,",review
40922,Ten Little Indians,review
42534,undeniably subversive and involving in its bold presentation,review
2904,for a movie that tries to be smart,review
62728,in an increasingly important film industry,review
58200,very dark and,review
57769,served Jews who escaped the Holocaust .,review
79946,fixated on the spectacle of small-town competition,review
56009,weak on detail and,review
36036,does take 3 hours to get through,review
56188,a very shapable but largely unfulfilling present,review
22441,"action to keep things moving along at a brisk , amusing pace",review
78563,it 's forgivable that the plot feels,review
69367,the humor wry and sprightly,review
25901,"The animation and backdrops are lush and inventive ,",review
69599,is in Nine Queens,review
20355,"A quaint ,",review
40689,that most elusive,review
24468,is so different from The Apple and so striking,review
81693,to the press notes,review
22889,sought it out,review
65865,"of work , with premise and dialogue",review
3159,a long while,review
16814,mainstream American movies tend to exploit the familiar,review
8333,capture the chaos of France,review
77011,hits a nerve,review
42479,wise-cracker stock persona,review
598,"as it cradles its characters , veiling tension beneath otherwise tender movements",review
44768,attempt to complicate the story,review
13271,is just too easy,review
56885,made the original New Testament stories so compelling for 20 centuries,review
65205,could easily have killed a president because it made him feel powerful,review
35270,300 years of Russian history,review
6671,buck or so,review
39278,in this crazy life,review
40760,that Chabrol spins,review
81217,that most frightening of all movies,review
78534,'s goofy -LRB- if not entirely wholesome -RRB- fun,review
20419,takes your breath away,review
57936,-RRB- taste for `` shock humor '' will wear thin on all,review
5039,filled with crude humor and vulgar innuendo,review
74920,that 's been given the drive of a narrative,review
9036,"history , memory , resistance and artistic transcendence",review
27757,'s an epic,review
35978,enjoyable feel-good family comedy,review
41013,is all over the place,review
76235,although this idea is `` new '',review
2896,a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',review
77994,is even more,review
49834,If only Merchant paid more attention the story,review
24160,"It 's plotless , shapeless -- and",review
5323,the most plain white toast comic book films,review
42814,"grandstanding , emotional , Rocky-like moments",review
604,beneath otherwise tender movements,review
61966,been fumbled by a lesser filmmaker,review
8234,the end of Kung Pow,review
47388,with a haunting sense of malaise,review
72253,", the plot 's saccharine thrust",review
52530,"an important , original talent in international cinema",review
27526,This long and relentlessly saccharine film,review
81213,at least funny,review
57917,film that suffers because of its many excesses .,review
6686,an object lesson,review
61991,does it come close to being exciting .,review
26823,An unexpectedly sweet story,review
45333,in post-Tarantino pop-culture riffs,review
42312,repeating what he 's already done way too often,review
83838,disturbing the world 's delicate ecological balance,review
3824,written and directed with brutal honesty and respect for its audience,review
17844,the worst of tragedies can be fertile sources of humor,review
20750,this year about the business of making movies,review
57722,make Italian for Beginners,review
78565,that the plot feels,review
71064,the talents of his top-notch creative team,review
36112,this gender-bending comedy is generally quite funny .,review
19979,of Chicago 's South Side,review
490,"the filmmaker would disagree , but ,",review
791,a loony melodramatic denouement,review
21759,the uneasy bonds between them,review
47194,to keep on watching,review
64634,for that exact niche,review
73543,a good job of painting this family dynamic for the audience,review
38732,Definitely worth 95 minutes,review
46108,the movie has no idea of it is serious,review
84386,have baffled the folks in the marketing department,review
49314,original release date,review
21229,have happened at Picpus,review
46679,Lock Stock and,review
78410,back 20 years,review
17708,"full , chilling advantage",review
2006,its intended audience -- children --,review
43061,be easy for critics to shred it,review
19008,us is a minor miracle,review
17566,they could n't have done in half an hour,review
20313,always keeping the balance between the fantastic and the believable,review
66072,by music fans,review
74328,a pyschological center,review
9239,Lots of effort and intelligence are on display but,review
52681,"dull , brain-deadening hangover",review
67918,"its extremely languorous rhythms , Waiting for Happiness",review
57551,a true adaptation,review
19753,"Lisa Rinzler 's cinematography may be lovely , but",review
67759,the type of stunt the Academy loves,review
23163,-LRB- Woo 's -RRB-,review
46919,stolid Anthony Hopkins,review
60494,the mechanics of the delivery,review
9144,than a credible account of a puzzling real-life happening,review
63396,'s exploitive without being insightful .,review
44163,both those words,review
44106,gives him little,review
20112,"lovely , sad dance",review
39713,none of the plot ` surprises ',review
79193,possibly will enjoy it,review
72146,to a satisfying destination,review
63127,an object of intense scrutiny for 104 minutes,review
11410,"Anemic , pretentious",review
29888,hand-held camera and documentary feel,review
27353,as you want it to be,review
24725,this movie proves you wrong on both counts .,review
68878,seems hopelessly juvenile,review
64951,horror film franchise,review
11839,their daily activities,review
65227,"Burns ' visuals ,",review
32722,the lead roles,review
126,remain just that,review
75695,dysfunctional family dynamics,review
41394,such a potentially sudsy set-up,review
31832,"us love it , too .",review
18014,It 's pretentious in a way that verges on the amateurish .,review
73400,to slip into hokum,review
38445,a positive impression,review
63090,into sub-Tarantino cuteness,review
29241,"The off-center humor is a constant , and",review
41266,lacks visual flair,review
22483,will be needed,review
76168,dry absurdist wit,review
