,text,intent_ovr
60504,Everything that was right about Blade,review
8125,is a trove of delights,review
38840,think it was Plato who said,review
42529,", piercing and feisty",review
81316,"philosophers , not",review
65860,A cutesy romantic tale,review
39806,a hard young life,review
44816,a gritty style and,review
53701,got some pretentious eye-rolling moments,review
85962,is a barely adequate babysitter for older kids,review
12577,is more interesting,review
5107,a truly magical movie,review
32270,has a good line in charm,review
16468,disintegrating over the course of the movie,review
83837,about disturbing the world 's delicate ecological balance,review
47884,its creative mettle,review
36341,some laughs and a smile,review
75920,`` soon-to-be-forgettable '' section,review
33973,is a subversive element to this Disney cartoon,review
83387,"were jokes : a setup , delivery and payoff",review
70995,this bad on purpose,review
59021,"inept direction ,",review
1659,all-enveloping movie experience,review
71083,stiflingly unfunny and unoriginal mess,review
74996,George Romero had directed this movie,review
63474,"does n't try to surprise us with plot twists ,",review
79740,DeVito 's misanthropic vision,review
19619,watching it through a telescope,review
60890,is one of those all-star reunions,review
77308,recent war movies,review
77202,"of unparalleled proportions , writer-director Parker",review
46853,a brilliant college student,review
19880,of creating a screenplay,review
53450,the film fails to fulfill its own ambitious goals,review
43748,the two leads delivering Oscar-caliber performances,review
397,"it 's a dark , gritty story",review
38043,some cynical creeps,review
13847,to its own detriment,review
57405,to the rescue in the final reel,review
43331,each moment of this broken character study is rich in emotional texture,review
23837,of gigantic proportions,review
11337,with its story,review
74569,idiotic court maneuvers,review
32197,the world 's political situation seems little different,review
576,the film ` refreshing,review
57610,an autopilot Hollywood concoction lacking in imagination and authentic Christmas spirit,review
22286,more than a stifling morality tale,review
40377,'ll have a good time with this one too,review
55262,cross and change,review
17179,humorous and touching,review
43417,hates the wars he shows and empathizes with the victims he reveals,review
63445,a strong dramatic and emotional pull,review
17078,the best since The Last Waltz,review
38854,to the theatre,review
41180,Maybe Thomas Wolfe was right,review
45788,it will stay with you,review
16993,toolbags botching a routine assignment in a Western backwater,review
27862,Where 's the movie here ?,review
50279,the teeny-bopper set,review
51928,", but it 's not without style",review
25276,"Showtime is n't particularly assaultive , but",review
14719,built for controversy .,review
66520,"what was otherwise a fascinating , riveting story",review
9733,"The Player , this latest skewering",review
42578,the New Zealand and Cook Island locations,review
61141,The success of Undercover Brother,review
57830,transcends ethnic lines .,review
50640,engaging than the usual fantasies Hollywood produces,review
77407,to retrieve her husband,review
40996,wearing tight tummy tops and hip huggers,review
83863,for a painful ride,review
26591,is genuinely inspirational,review
51321,few films about the plight of American Indians in modern America,review
9635,masterful British actor Ian Holm,review
24531,the one bald,review
68175,to explore the obvious voyeuristic potential of ` hypertime ',review
18384,with air conditioning and popcorn,review
69286,a gift for generating nightmarish images,review
35447,The Weight of Water is oppressively heavy .,review
49022,the modern day Hong Kong action film,review
11577,"these two literary figures , and even the times",review
83825,`` Pokemon '',review
15449,please Eastwood 's loyal fans,review
5818,throughout a film that is both gripping and compelling,review
52357,but brilliantly named Half Past Dead -- or for Seagal,review
26386,"Due to stodgy , soap opera-ish dialogue",review
69805,"`` Shrek '' or `` Monsters , Inc. ''",review
81862,to either effort in three hours of screen time,review
11240,than the mother,review
28348,one of those films that aims to confuse,review
5044,The cast comes through even when the movie does n't .,review
62035,what it 's trying to say and,review
83008,excessively quirky and a little underconfident,review
53639,into exactly the kind of buddy cop comedy,review
49307,extremely silly piece,review
9080,should pay money for what we can get on television for free,review
21176,this gourmet 's mouth,review
72287,how many times,review
57569,taking your expectations and,review
67316,that it 's exhausting to watch,review
24560,delivered in low-key style,review
42551,that perverse element of the Kafkaesque,review
77342,to the finale,review
76429,"really get weird , though not particularly scary",review
18357,While there are times when the film 's reach exceeds its grasp,review
68691,of French cinema at its best,review
7771,the sum of its parts,review
57341,meanders between its powerful moments,review
62824,manages to find greatness in the hue of its drastic iconography,review
68951,good cheesy B-movie playing,review
29410,wondered what kind of houses those people live in,review
17289,its own aloof,review
23457,lost its fizz,review
73978,identity-seeking foster child,review
36759,considers arguments the Bard 's immortal plays,review
3059,To the filmmakers,review
62165,Frida is n't that much different from many a Hollywood romance .,review
37925,it 's really just another Major League .,review
25223,A glorious mess .,review
18571,and emotionally bruised characters,review
52841,'s far tamer than advertised,review
42171,those Jack Chick cartoon tracts that always ended with some hippie getting,review
71325,Skip the film and buy the Philip Glass soundtrack CD,review
55735,Sand and Musset,review
41468,Kudos to the most enchanting film of the year .,review
24484,makes less sense than the Bruckheimeresque American action flicks it emulates .,review
4794,emotionally strong and politically potent piece,review
59808,begins on a high note and,review
1556,"Them , Tarantula",review
70690,"insightfully written , delicately performed",review
27614,rewarded with some fine acting,review
9990,but not especially compelling,review
3575,a relationship like Holly and,review
8976,Ms. Sugarman followed through on her defiance of the saccharine,review
24819,some real shocks,review
79842,in most films,review
42683,the high life,review
27943,a condensed season,review
25805,then Cinderella II,review
23491,into sharp slivers and cutting impressions,review
57,a juicy soap opera,review
6552,a strong sense,review
48489,fervently in humanity,review
43335,broken character study,review
